[2025-12-07 09:09:03] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-06
正在获取论文...
[ACM] 2025-12-6 | Are Your LLM-based Text-to-SQL Models Secure? Exploring SQL Injection via Backdoor Attacks
[NO] 190/373 | SuPACape: Graph-based Category-Agnostic Pose Estimation with Super-Category and Pose Adaptivity
[NO] 191/373 | Leveraging Pseudo-triplet and Flexible Prompt for Zero-shot Composed Image Retrieval
[NO] 192/373 | DynaPlane-Lane: Dynamic Multi-Plane Geometry Learning for Robust Monocular 3D Lane Detection
[NO] 193/373 | OF-NeRF: A Subjective Benchmark of Perceptual Quality Assessment for Outward-Facing NeRF Scenes with Multiple Distortions and Diverse Viewing Trajectories
[NO] 194/373 | Ora-NSC: A Novel Semi-supervised Approach for Oracle Bone Fragment Classification with Imbalanced Classes
[NO] 195/373 | A Unified Ensemble Clustering Framework via Higher-Order Graph Diffusion and Feedback-Based Refinement
[NO] 196/373 | Position-Enhanced Gradient Attack (PEGA) on Medical Language Models
[NO] 197/373 | CARD: Control-Driven Autoregressive Reconstruction with Decoupled Learning for Multi-Class Anomaly Detection
[NO] 198/373 | Research on AI-Empowered Models for Cultivating Students' Critical Thinking Skills
[NO] 199/373 | Building Stateless Serverless Vector DBs via Block-based Data Partitioning
[NO] 200/373 | Fast Optimal Group Steiner Tree Search using GPUs
[NO] 201/373 | Research on the Practice of College English Teaching Reform Based on Digital Intelligence Teaching Model
[NO] 202/373 | Research on the Teaching Evaluation Reform of the Programming Course in Higher Vocational Colleges Enabled by Artificial Intelligence
[NO] 203/373 | AI-Driven Outcome-Based Education for Complex Problem-Solving: Technical Framework and Practical Exploration of Micro-Course Clusters
[NO] 204/373 | IDiffPose: Equilibrium Substitution for Lightweight Diffusion-Graph-Based Pose Estimation
[NO] 205/373 | Sequence-augmented Conversational Recommendation System Based on Diffusion Models for Personalized Cultural Exploration
[NO] 206/373 | MoCA: Identity-Preserving Text-to-Video Generation via Mixture of Cross Attention
[NO] 207/373 | APGNet: Adaptive Prior-Guided for Underwater Camouflaged Object Detection
[NO] 208/373 | Focus! Fast On-disk Concurrency-control Using Sketches
[NO] 209/373 | PACMMOD V3, N6 (SIGMOD), December 2025: Editorial
[NO] 210/373 | Multi-Scale Attention Prediction and Multi-Path Fusion Attention For Compressed Video Quality Enhancement
[NO] 211/373 | DRF-Net: An Asymmetric Lightweight Network with a Dynamic Routing Fusion Bridge for Medical Image Segmentation
[NO] 212/373 | ReSSFormer: A Recursive Sparse Structured Transformer for Scalable and Long-Context Reasoning
[NO] 213/373 | Dynamic Routing between Multimodal Capsules for Deepfake Image Editing Detection
[NO] 214/373 | Thinking on the experimental teaching in electronic information education empowered by Large Language Model
[NO] 215/373 | WP-CMA: Waypoint Prediction for Cross-modal Alignment of Vision-and-Language Navigation in Continuous Environments
[NO] 216/373 | Guiding Task Choice in Japanese Voice Interfaces through Vocalization Cost: Click-based vs. Voice-based Selection
[NO] 217/373 | SAQ: Pushing the Limits of Vector Quantization through Code Adjustment and Dimension Segmentation
[NO] 218/373 | ST-Raptor: LLM-Powered Semi-Structured Table Question Answering
[NO] 219/373 | Test Data Generation for Complex SQL Queries
[NO] 220/373 | ChronoSelect: Robust Learning with Noisy Labels via Dynamics Temporal Memory
[NO] 221/373 | An Identity-Oriented System for Generated Human Video Detection
[NO] 222/373 | Design and Implementation of a Multi-Agent AI-Powered Learning Path Platform for Outcome-Based Engineering Education
[NO] 223/373 | Research on Digital Industrial Technology Empowering Collaborative Construction and Educational Management Innovation in Green Stadiums
[NO] 224/373 | Research on the Innovative Path of Empowering Ideological and Political Education in Universities with Artificial Intelligence
[NO] 225/373 | MAVIS: Materialized View for Subgraph Matching
[NO] 226/373 | Robust Dual Embedding Contrastive Learning for Text-to-Image Person Re-identification with Noisy Correspondence
[NO] 227/373 | NeurStore: Efficient In-database Deep Learning Model Management System
[NO] 228/373 | Diffusion-Driven 3D Gaussian Splatting for Occlusion-Free Egocentric Scene Reconstruction
[NO] 229/373 | CDFN: Credibility-Driven Fusion Network for Multimodal Sentiment Analysis
[NO] 230/373 | Archive For / In the Future
[NO] 231/373 | Cut Costs, Not Accuracy: LLM-Powered Data Processing with Guarantees
[NO] 232/373 | DepCache: A KV Cache Management Framework for GraphRAG with Dependency Attention
[NO] 233/373 | Spatial Momentum Networks: Physics-Guided Efficient Attention Fusion Method
[NO] 234/373 | Personality-Enhanced Multimodal Depression Detection in the Elderly
[NO] 235/373 | Artificial intelligence professional structure optimization method based on DEMATEL-ASIM
[YES] 236/373 | Generative Feedback for Code Learning: A Study on LLM-Driven Formative Assessment
[NO] 237/373 | Research on a Teaching Quality Analysis Algorithm Integrating Random Forest and Neural Network
[NO] 238/373 | MorphingDB: A Task-Centric AI-Native DBMS for Model Management and Inference
[NO] 239/373 | Attribute Filtering in Approximate Nearest Neighbor Search: An In-depth Experimental Study
[NO] 240/373 | Generative Tectonics: A Dialogue Between Code and Clay
[NO] 241/373 | Orbital Oscillation
[NO] 242/373 | Privacy-preserving and Verifiable Causal Prescriptive Analytics
[NO] 243/373 | Categorical Data Clustering via Value Order Estimated Distance Metric Learning
[NO] 244/373 | RESEARCH on campus APP tourism intelligent report generation based on multimodal learning
[NO] 245/373 | Federated Learning Data Processing Method Based on Knowledge Graph
[NO] 246/373 | Using Gagné's nine-stage teaching method to enhance the educational function of Traditional Chinese Medicine (TCM) games
[NO] 247/373 | An AI-Driven Teacher-Oriented Translation Assessment Method for College English Education
[NO] 248/373 | HyperEnhancerNet: Lightweight Speech Enhancement with Learnable Time-Frequency Resampling
[NO] 249/373 | Proceedings of the 7th ACM International Conference on Multimedia in Asia
[NO] 250/373 | CPR-CLIP: Cross-modal Consistent and Prompt-diverse Regularized CLIP for Action Recognition
[NO] 251/373 | <scp>Aegis:</scp>
                    A Correlation-Based Data Masking Advisor for Data Sharing Ecosystems
[NO] 252/373 | Enjima: A Resource-Adaptive Stream Processing System
[NO] 253/373 | Continuous Subgraph Matching via Cost-Model-based Dynamic Vertex Dominance Embeddings
[NO] 254/373 | DERM: Dynamic Evidence Reliability Modeling for Multimodal Rumor Detection
[NO] 255/373 | A Robust 3D CNN with Pyramidal Attention for Spatiotemporal Gait Recognition
[NO] 256/373 | Optimization and Application of Civil Engineering Practice Teaching Mode Based on VR/AR Technology
[NO] 257/373 | Construction and Evolutionary Analysis of Dynamic Event Logic Graphs for the Field of Ideological and Political Education
[NO] 258/373 | Research on AI-Empowered Pedagogical Implementation Methods for Data Structure
[NO] 259/373 | Visual Template Inference for Data Extraction from Documents
[NO] 260/373 | GraphTwin: Cache-Centric Bit-Level Graph Representation for Fast and Exact Graph Queries
[NO] 261/373 | Time-Critical Influence Minimization via Node Blocking
[NO] 262/373 | GAOT: Generating Articulated Objects Through Text-Guided Diffusion Models
[NO] 263/373 | Hydraulis: Balancing Large Transformer Model Training via Co-designing Parallel Strategies and Data Assignment
[NO] 264/373 | Can Large Language Models Be Query Optimizer for Relational Databases?
[NO] 265/373 | Construction and Research of “Machine Vision+” Course
[NO] 266/373 | The Practice of Blended Teaching Reform of University Information Technology Course Based on Intelligent Teaching Platform
[NO] 267/373 | Human-Machine Differences in Adolescent Emotional Support: A Comparative Study of Responses Between a Real Mother and Four AI Language Models
[NO] 268/373 | DreamSwap: Motion-Preserving Personalized Video Subject Swapping with Video Diffusion Models
[NO] 269/373 | VidCog: Empowering LLM with Long Video Understanding via Human-like Temporal Cognitive Loop
[NO] 270/373 | Unveiling Byzantine-robust with Varied Batch Sizes across Different Clients in Federated Learning
[NO] 271/373 | <scp>Drama</scp>
                    : Unifying Data Retrieval and Analysis for Open-Domain Analytic Queries
[NO] 272/373 | Accelerating Stream Processing Engines via Hardware Offloading
[NO] 273/373 | A Quasi-Experimental study on the use intention of TAM generative AI and the heterogeneity of college students' major types
[NO] 274/373 | AI-Enhanced Triadic Reciprocal Determinism: Innovations in Management Education
[NO] 275/373 | An Empirical Study on the Segmentation of Learning Characteristics about Higher Vocational Students Based on Learning Burnout
[NO] 276/373 | Research on the Spatial-Temporal Characteristics and Influencing Factors of the Coupling and Coordination Level between High-Quality Education Development and Common Prosperity in Ethnic Minority Areas
[NO] 277/373 | An Interpretable, Multi-Source Learning Analytics Model for Medical Laboratory Skill Assessment: A Case Study in Gram Staining
[NO] 278/373 | In-Sensor Real-Time 3D Surface Reconstruction via Parallel Morphological Computing Using Linear Laser
[NO] 279/373 | Proceedings of the SIGGRAPH Asia 2025 Art Gallery
[NO] 280/373 | AKIEF: Adaptive Knowledge Inheritance Evolutionary Framework for Dynamic Privacy-Preserving Data Publishing
[NO] 281/373 | NamingCAD: A Naming Method for Unique Identification toward CAD Modeling Learning
[NO] 282/373 | Behavior Conditional Diffusion Model for Multi-Modal Recommendation
[NO] 283/373 | Detecting Logic Bugs in DBMSs via Equivalent Data Construction
[NO] 284/373 | MFNet: A Deep Learning Method for Urban Perception Evaluation Using Street View Images
[NO] 285/373 | Sketch-1-to-3: One Single Sketch to 3D Detailed Face Reconstruction
[NO] 286/373 | A Study on Task-Based English Teaching Design in Higher Education Based on Large Language Models
[NO] 287/373 | The development technology of school-based curriculum in natural history museums based on artificial intelligence
[NO] 288/373 | Reconstructing Higher Education Models in Art and Design Under AIGC and Deep Learning
[NO] 289/373 | Innovative Exploration of On-site Engineer Training Mode Guided based on Embodied STEM Concepts and Neural Network Analysis
[NO] 290/373 | AL-SSFGait: A Dual-Branch Framework with Aligned Silhouette-Skeleton for Gait Recognition
[NO] 291/373 | Contracted Gram Tensor Distillation for Object Detection
[NO] 292/373 | When Hallucinated Concepts Cross Modals: Unveiling Backdoor Vulnerability in Multi-modal In-context Learning
[NO] 293/373 | SELECT: Detecting Label Errors in Real-world Scene Text Data
[NO] 294/373 | Visualization-Oriented Progressive Time Series Transformation
[NO] 295/373 | BPI: A Novel Efficient and Reliable Search Structure for Hybrid Storage Blockchain
[NO] 296/373 | VICINO. Generative expressions of proximity, rhythm, and unspoken connections
[NO] 297/373 | Machine Civilization
[NO] 298/373 | Ecovotive Chimeras
[NO] 299/373 | Alternative Past
[NO] 300/373 | Leveraging Educational Informatization for Mental Health Service Innovation: An ACT-Based Digital Intervention Model in Adolescents with OCD
[NO] 301/373 | Research on the Construction of Ability Portrait of Highly Skilled Talents Based on Knowledge Graph and AI Personalized Training Path Planning
[NO] 302/373 | Query-Aware Path Inference from Spatial Videos
[NO] 303/373 | Adaptive Sharding in Untrusted Environments
[NO] 304/373 | Towards Inclusive Gendered Embodiment: Designing AI Agents Based on Sociological Gender Theories
[NO] 305/373 | Multimodal Hyperbolic Embedding and Hyperbolic Hypergraph Fusion for Emotion Recognition in Conversation
[NO] 306/373 | Can Multimodal Large Language Models Understand Human Values in Videos?
[NO] 307/373 | SeeingSounds: Learning Audio-to-Visual Alignment via Text
[NO] 308/373 | DSGV: Efficient Video Representation and Compression through Dynamic-Static 2D Gaussian Splatting
[NO] 309/373 | BALANCE: A Fairness-Aware Framework for Privacy-Preserving Synthetic Clinical Text Generation
[NO] 310/373 | Encoding Music Score Data for Emotional Expression Prediction in Western Classical Music Pieces
[NO] 311/373 | ACGraph: An Efficient Asynchronous Out-of-Core Graph Processing Framework
[NO] 312/373 | Scalable Graph Indexing using GPUs for Approximate Nearest Neighbor Search
[NO] 313/373 | Estimating Biclique Counts with Accuracy Guarantees
[NO] 314/373 | Multi-Agent Collaborative Intervention System Based on Reinforcement Learning Dynamic Path Planning in Lifelong Education
[NO] 315/373 | Exploration of the Application of AI-Enabled O-PIRTAS Blended Teaching in the Unmanned System Countermeasures Series Courses
[NO] 316/373 | TOVect: Topology-Optimized Vectorization for Intangible Cultural Heritage Thangka Element Line Art
[NO] 317/373 | Prefix-Guided Adaptation of Pretrained Segmenter for RGB-D Indoor Panoptic Segmentation
[NO] 318/373 | MultiSensor-Home: Benchmark for Multi-modal Multi-view Action Recognition in Home Environments
[NO] 319/373 | Toward a Rehabilitation Game Model Using a Brain-Computer Interface for Older Adults with Mild Dementia
[NO] 320/373 | Stance-Driven Multimodal Controlled Statement Generation: New Task and Dataset
[NO] 321/373 | One-shot Multimodal Federated Learning via Diverse Synthetic Feature Optimization
[NO] 322/373 | Amodal-KAN: The First Look at Kolmogorov-Arnold Network for Amodal Instance Segmentation
[NO] 323/373 | Task-Aware Federated Multi-Task Learning
[NO] 324/373 | OPCap:Object-aware Prompting Captioning
[NO] 325/373 | Zero-Shot Speech Recognition from Text-Only Data through Synthesized Spectrogram Refinement Using Style Truncation and Contextual Alignment Loss
[NO] 326/373 | <scp>Burr:</scp>
                    A Benchmark for Ontology Learning from Relational Databases
[NO] 327/373 | DRPQ: Distributed Evaluation of Regular Path Queries On Streaming Graphs
[NO] 328/373 | Efficient Approximate Nearest Neighbor Search via Hemi-Sphere Centroids Graph
[NO] 329/373 | SRS: Detecting Logic Bugs of Join Implementation in DBMSs via Set Relation Synthesis
[NO] 330/373 | Empirical Optimization of Cross-Border E-Commerce Curriculum Using K-Means Learner Profiling and Random Forest Importance Ranking
[NO] 331/373 | Research on chain intermediary model of collaborative education in practice education base based on BERT and multi-source data fusion
[NO] 332/373 | Analysis of the Dual Empowerment Pathways of AIGC Technology in the Teaching Reform of New Media Operations Courses
[NO] 333/373 | Multimodal Sentiment Analysis with Contrastive Constraint Propagation
[NO] 334/373 | APQO: An Adaptive Framework for Parametric Query Optimization
[NO] 335/373 | Approximate Query Processing under Updates
[NO] 336/373 | Query Optimization for Database-Returning Queries
[NO] 337/373 | Educational Financial Efficiency of Higher Vocational Colleges with Double High-level Plan in Beijing, Tianjin and Hebei
[NO] 338/373 | Application-oriented undergraduate institutions' path innovation and practice exploration of e-commerce talent training based on big data mining and prediction
[NO] 339/373 | Guiding Image Super-Resolution with Adaptive Residual Scaling
[NO] 340/373 | FedART: Enhancing Replay in Federated Incremental Learning
[NO] 341/373 | What Really Matters for Learning-based LiDAR-Camera Calibration
[NO] 342/373 | Don't Break the Melody: Encouraging Accurate Handwriting Practice with Sound Feedback
[NO] 343/373 | Leveraging Cross-Directional Dependency in Realtime Interactive Streaming
[NO] 344/373 | SILLM4Rec: Self-Improving with Chain of Thought Enhanced Preference Optimization for Multimodal Recommendation
[NO] 345/373 | TriDet-MLLM: Triple-Feature Fusion Prompt Learning for AI-Generated Image Detection
[NO] 346/373 | WoW: A Window-to-Window Incremental Index for Range-Filtering Approximate Nearest Neighbor Search
[NO] 347/373 | On / Off
[NO] 348/373 | Intelligent Assessment of STEM EMI Course Quality Using Hopfield Neural Networks
[NO] 349/373 | AI Technology Empowering Teaching Innovation in Civil Engineering at Local Universities: Practical Exploration in the Concrete Structure Design Course
[NO] 350/373 | Research on a Moral Education Evaluation System for College Students Based on Cognitive Development Theory and DeepSeek
[NO] 351/373 | DriveEval-Agent: A Closed-Loop Framework Combining Zero-Shot Benchmarking and Full Fine-Tuning for Multimodal Autonomous Driving
[NO] 352/373 | Dual-Space Adaptive Fusion for Self-supervised Text-guided Image Editing
[NO] 353/373 | Dual-View Gradient Probes: Disentangling Uncertainty for Deep Active Learning
[NO] 354/373 | AVIR: Adaptive Visual In-Document Retrieval for Efficient Multi-Page Document Question Answering
[NO] 355/373 | Extending Pretrained Diffusion Models for Medical Image-Label Generation
[NO] 356/373 | Dynamic decision-making algorithm for college students' full cycle career orientation: modeling of full cycle development and research on precise career orientation guidance path
[NO] 357/373 | SEFRQO: A Self-Evolving Fine-Tuned RAG-Based Query Optimizer
[NO] 358/373 | Integrating Vector Databases across Embedding Models
[NO] 359/373 | High Performance or Low Memory? An Updatable Learned Index Framework for Time-Space Tradeoff
[NO] 360/373 | 3dSAGER: Geospatial Entity Resolution over 3D Objects
[NO] 361/373 | GeoKGM: A Multimodal Large Language Model for Zero-Shot Knowledge Graph Completion in Geospatial Databases
[NO] 362/373 | P
                    <sup>2</sup>
                    FedRec: Towards Privacy-Preserving and Personalized Federated Recommendation via Relationship Awareness
[NO] 363/373 | Construction of Teaching Evaluation Model Based on Deep Learning: Mapping Mechanism from Behavioral Data to Capability Portrait
[NO] 364/373 | Research on the Construction of New Media Teaching Resources Recommendation Model of Ideological and Political Course Based on User Behavior Analysis
[NO] 365/373 | EliGen: Entity-Level Controlled Image Generation with Regional Attention
[NO] 366/373 | Hops Can be Constrained: Efficient Distance Queries on Large Time-Dependent Road Networks
[NO] 367/373 | Analysis and Evaluation of Using Microsecond-Latency Memory for In-Memory Indices and Caches in SSD-Based Key-Value Stores
[NO] 368/373 | Efficient Defective Clique Enumeration and Search with Worst-Case Optimal Search Space
[NO] 369/373 | Artificial Intelligence Enhanced Integration of Art Education and Cultural Tourism for Student Engagement Improvement through PLS-SEM and IPMA
[NO] 370/373 | Application of Self-Sovereign Identity in the Higher Education Institutions
[NO] 371/373 | Research on Visual Learning Platform for Database Principles Knowledge Points Integrating Knowledge Graph and Deep Learning
[NO] 372/373 | AS-UAP:Attention-Shift Universal Adversarial Perturbation on Transformer-based Models
[NO] 373/373 | Community Detection with the Map Equation and Infomap: Theory and Applications
筛选完成：共 373 篇；Yes = 2 篇；已保存到 papers/select_paper2025-12-06.json。
邮件发送成功！
[2025-12-07 09:36:40] 任务执行成功！
